,OFFICIAL_ID,FIRST_NAME,LAST_NAME,JERSEY_NUM,GAME_ID
2,202027,Tre,Maddox,73  ,0021700985
0,1147,Mike,Callahan,24  ,0021800598
1,101283,Brian,Forte,45  ,0021800598
2,1626301,Jason,Goldenberg,35  ,0021800598
0,1162,Scott,Foster,48  ,0021601019
1,200834,Mark,Lindsay,29  ,0021601019
2,201245,Marat,Kogut,32  ,0021601019
0,1664,Gary,Zielinski,59  ,0021700199
1,2715,Eric,Lewis,42  ,0021700199
2,201637,Haywoode,Workman,66  ,0021700199
0,2534,Zach,Zarba,15  ,0021800300
1,201638,Brent,Barnaky,36  ,0021800300
2,203593,Justin,Van Duyne,64  ,0021800300
0,1164,Ron,Garretson,10  ,0021601026
1,2003,Pat,Fraher,26  ,0021601026
2,204059,Tyler,Ford,39  ,0021601026
0,1363,Bennie,Adams,47  ,0021700174
1,2005,Matt,Boland,18  ,0021700174
2,203593,Justin,Van Duyne,64  ,0021700174
0,2003,Pat,Fraher,26  ,0021800327
1,200832,Curtis,Blair,74  ,0021800327
2,202049,Ben,Taylor,46  ,0021800327
0,2715,Eric,Lewis,42  ,0021601139
1,202049,Ben,Taylor,46  ,0021601139
2,202058,James,Williams,60  ,0021601139
0,101284,John,Goble,30  ,0021700022
1,202049,Ben,Taylor,46  ,0021700022
2,1626300,Ray,Acosta,54  ,0021700022
0,1662,Bill,Kennedy,55  ,0021700545
1,204058,Gediminas,Petraitis,50  ,0021700545
2,1626300,Ray,Acosta,54  ,0021700545
0,1830,Marc,Davis,8   ,0021800708
1,2529,Tony,Brown,6   ,0021800708
2,1627963,Phenizee,Ransom,70  ,0021800708
0,1162,Scott,Foster,48  ,0021600019
1,1201,Leon,Wood,40  ,0021600019
2,2148,Mark,Ayotte,56  ,0021600019
0,2534,Zach,Zarba,15  ,0021600747
1,2529,Tony,Brown,6   ,0021600747
2,1626302,Aaron,Smith,51  ,0021600747
0,1363,Bennie,Adams,47  ,0021700439
1,1830,Marc,Davis,8   ,0021700439
2,1627964,Jonathan,Sterling,17  ,0021700439
0,1155,JB,DeRosa,62  ,0021700856
1,1363,Bennie,Adams,47  ,0021700856
2,201245,Marat,Kogut,32  ,0021700856
0,1146,Tony,Brothers,25  ,0021800471
1,1188,Leroy,Richardson,20  ,0021800471
2,2005,Matt,Boland,18  ,0021800471
0,2534,Zach,Zarba,15  ,0021600030
1,200834,Mark,Lindsay,29  ,0021600030
2,200832,Curtis,Blair,74  ,0021600030
0,1194,Bill,Spooner,22  ,0021600465
1,2003,Pat,Fraher,26  ,0021600465
2,202056,CJ,Washington,53  ,0021600465
0,2148,Mark,Ayotte,56  ,0021700171
1,101284,John,Goble,30  ,0021700171
2,204059,Tyler,Ford,39  ,0021700171
0,2002,Derrick,Collins,11  ,0021700524
1,2715,Eric,Lewis,42  ,0021700524
2,203177,Lauren,Holtkamp,7   ,0021700524
0,2003,Pat,Fraher,26  ,0021800120
1,202041,Kevin,Scott,28  ,0021800120
2,202053,Scott,Twardoski,52  ,0021800120
0,1148,James,Capers,19  ,0021800569
1,201246,Kevin,Cutler,34  ,0021800569
2,1627963,Phenizee,Ransom,70  ,0021800569
0,1194,Bill,Spooner,22  ,0021600066
1,201640,Kane,Fitzgerald,5   ,0021600066
2,201246,Kevin,Cutler,34  ,0021600066
0,1195,Derrick,Stafford,9   ,0021600967
1,2148,Mark,Ayotte,56  ,0021600967
2,202049,Ben,Taylor,46  ,0021600967
0,1164,Ron,Garretson,10  ,0021700561
1,1193,Michael,Smith,38  ,0021700561
2,203593,Justin,Van Duyne,64  ,0021700561
0,1148,James,Capers,19  ,0021700932
1,1363,Bennie,Adams,47  ,0021700932
2,203593,Justin,Van Duyne,64  ,0021700932
0,1179,Rodney,Mott,71  ,0021800023
1,2529,Tony,Brown,6   ,0021800023
2,1626300,Ray,Acosta,54  ,0021800023
0,2534,Zach,Zarba,15  ,0021800975
1,101283,Brian,Forte,45  ,0021800975
2,202007,Nick,Buchert,3   ,0021800975
0,1147,Mike,Callahan,24  ,0021600095
1,200834,Mark,Lindsay,29  ,0021600095
2,202027,Tre,Maddox,73  ,0021600095
0,1146,Tony,Brothers,25  ,0021600941
1,101283,Brian,Forte,45  ,0021600941
2,200833,Eric,Dalen,37  ,0021600941
0,1162,Scott,Foster,48  ,0021700766
1,1193,Michael,Smith,38  ,0021700766
2,203591,Mitchell,Ervin,27  ,0021700766
0,1199,Tom,Washington,49  ,0021701197
1,2003,Pat,Fraher,26  ,0021701197
2,201638,Brent,Barnaky,36  ,0021701197
0,2715,Eric,Lewis,42  ,0021800252
1,204059,Tyler,Ford,39  ,0021800252
2,1628172,Evan,Scott,78  ,0021800252
0,1148,James,Capers,19  ,0021600121
1,2005,Matt,Boland,18  ,0021600121
2,204059,Tyler,Ford,39  ,0021600121
0,2003,Pat,Fraher,26  ,0021601203
1,101284,John,Goble,30  ,0021601203
2,201245,Marat,Kogut,32  ,0021601203
0,1664,Gary,Zielinski,59  ,0021700121
1,2529,Tony,Brown,6   ,0021700121
2,202053,Scott,Twardoski,52  ,0021700121
0,1204,Derek,Richardson,63  ,0021701005
1,1363,Bennie,Adams,47  ,0021701005
2,101284,John,Goble,30  ,0021701005
0,1204,Derek,Richardson,63  ,0021800424
1,1830,Marc,Davis,8   ,0021800424
2,202026,Karl,Lane,77  ,0021800424
0,2003,Pat,Fraher,26  ,0021800994
1,2005,Matt,Boland,18  ,0021800994
2,2530,Ed,Malloy,14  ,0021800994
0,1146,Tony,Brothers,25  ,0021600195
1,202007,Nick,Buchert,3   ,0021600195
2,203177,Lauren,Holtkamp,7   ,0021600195
0,2002,Derrick,Collins,11  ,0021700060
1,101283,Brian,Forte,45  ,0021700060
2,202056,CJ,Washington,12  ,0021700060
0,1147,Mike,Callahan,24  ,0021801119
1,2148,Mark,Ayotte,56  ,0021801119
2,201246,Kevin,Cutler,34  ,0021801119
0,2004,Courtney,Kirkland,61  ,0021600275
1,2530,Ed,Malloy,14  ,0021600275
2,204058,Gediminas,Petraitis,50  ,0021600275
0,1146,Tony,Brothers,25  ,0021700666
1,1179,Rodney,Mott,71  ,0021700666
2,1627964,Jonathan,Sterling,17  ,0021700666
0,1147,Mike,Callahan,24  ,0021801058
1,1179,Rodney,Mott,71  ,0021801058
2,1193,Michael,Smith,38  ,0021801058
0,1146,Tony,Brothers,25  ,0021600303
1,201639,Josh,Tiven,58  ,0021600303
2,202049,Ben,Taylor,46  ,0021600303
0,1174,Ken,Mauer,41  ,0021701146
1,2148,Mark,Ayotte,56  ,0021701146
2,202027,Tre,Maddox,73  ,0021701146
0,1155,JB,DeRosa,62  ,0021801064
1,2004,Courtney,Kirkland,61  ,0021801064
2,101284,John,Goble,30  ,0021801064
0,2882,Sean,Wright,4   ,0021600314
1,202035,Brett,Nansel,44  ,0021600314
2,202041,Kevin,Scott,28  ,0021600314
0,1164,Ron,Garretson,10  ,0021701114
1,2530,Ed,Malloy,14  ,0021701114
2,200832,Curtis,Blair,74  ,0021701114
0,2002,Derrick,Collins,11  ,0021801079
1,2714,David,Guthrie,16  ,0021801079
2,202037,J.T.,Orr,72  ,0021801079
0,1174,Ken,Mauer,41  ,0021600329
1,2005,Matt,Boland,18  ,0021600329
2,202053,Scott,Twardoski,52  ,0021600329
0,2148,Mark,Ayotte,56  ,0021700636
1,201640,Kane,Fitzgerald,5   ,0021700636
2,202035,Brett,Nansel,44  ,0021700636
0,1174,Ken,Mauer,41  ,0021800305
1,200833,Eric,Dalen,37  ,0021800305
2,202058,James,Williams,60  ,0021800305
0,2530,Ed,Malloy,14  ,0021600343
1,201640,Kane,Fitzgerald,5   ,0021600343
2,202056,CJ,Washington,53  ,0021600343
0,1146,Tony,Brothers,25  ,0021700904
1,202049,Ben,Taylor,46  ,0021700904
2,202056,CJ,Washington,12  ,0021700904
0,1199,Tom,Washington,49  ,0021800918
1,200832,Curtis,Blair,74  ,0021800918
2,203591,Mitchell,Ervin,27  ,0021800918
0,1152,Dan,Crawford,43  ,0021600377
1,101283,Brian,Forte,45  ,0021600377
2,201245,Marat,Kogut,32  ,0021600377
0,1662,Bill,Kennedy,55  ,0021600869
1,1664,Gary,Zielinski,59  ,0021600869
2,201246,Kevin,Cutler,34  ,0021600869
0,2715,Eric,Lewis,42  ,0021700029
1,200832,Curtis,Blair,74  ,0021700029
2,200834,Mark,Lindsay,29  ,0021700029
0,2002,Derrick,Collins,11  ,0021700235
1,2714,David,Guthrie,16  ,0021700235
2,201637,Haywoode,Workman,66  ,0021700235
0,1179,Rodney,Mott,71  ,0021800170
1,2004,Courtney,Kirkland,61  ,0021800170
2,1626301,Jason,Goldenberg,35  ,0021800170
0,2003,Pat,Fraher,26  ,0021800781
1,203592,Dedric,Taylor,21  ,0021800781
2,1626301,Jason,Goldenberg,35  ,0021800781
0,1193,Michael,Smith,38  ,0021600385
1,1194,Bill,Spooner,22  ,0021600385
2,202027,Tre,Maddox,73  ,0021600385
0,201640,Kane,Fitzgerald,5   ,0021700809
1,202026,Karl,Lane,77  ,0021700809
2,202053,Scott,Twardoski,52  ,0021700809
0,2002,Derrick,Collins,11  ,0021800793
1,101283,Brian,Forte,45  ,0021800793
2,1626300,Ray,Acosta,54  ,0021800793
0,1151,Sean,Corbin,33  ,0021600400
1,1195,Derrick,Stafford,9   ,0021600400
2,1627962,Jacyn,Goble,68  ,0021600400
0,1830,Marc,Davis,8   ,0021600523
1,201639,Josh,Tiven,58  ,0021600523
2,1626302,Aaron,Smith,51  ,0021600523
0,1151,Sean,Corbin,33  ,0021700159
1,1204,Derek,Richardson,63  ,0021700159
2,202026,Karl,Lane,77  ,0021700159
0,1162,Scott,Foster,48  ,0021700498
1,200832,Curtis,Blair,74  ,0021700498
2,200833,Eric,Dalen,37  ,0021700498
0,1164,Ron,Garretson,10  ,0021800899
1,2001,Jason,Phillips,23  ,0021800899
2,1626300,Ray,Acosta,54  ,0021800899
0,1193,Michael,Smith,38  ,0021801165
1,201245,Marat,Kogut,32  ,0021801165
2,201640,Kane,Fitzgerald,5   ,0021801165
0,1830,Marc,Davis,8   ,0021600421
1,202041,Kevin,Scott,28  ,0021600421
2,203177,Lauren,Holtkamp,7   ,0021600421
0,1830,Marc,Davis,8   ,0021601001
1,2004,Courtney,Kirkland,61  ,0021601001
2,203177,Lauren,Holtkamp,7   ,0021601001
0,1193,Michael,Smith,38  ,0021700142
1,1199,Tom,Washington,49  ,0021700142
2,202056,CJ,Washington,12  ,0021700142
0,1146,Tony,Brothers,25  ,0021800105
1,201246,Kevin,Cutler,34  ,0021800105
2,202049,Ben,Taylor,46  ,0021800105
0,1174,Ken,Mauer,41  ,0021800623
1,1204,Derek,Richardson,63  ,0021800623
2,202041,Kevin,Scott,28  ,0021800623
0,2714,David,Guthrie,16  ,0021600476
1,201639,Josh,Tiven,58  ,0021600476
2,203591,Mitchell,Ervin,27  ,0021600476
0,1147,Mike,Callahan,24  ,0021600805
1,1204,Derek,Richardson,63  ,0021600805
2,200834,Mark,Lindsay,29  ,0021600805
0,1147,Mike,Callahan,24  ,0021700945
1,1664,Gary,Zielinski,59  ,0021700945
2,204058,Gediminas,Petraitis,50  ,0021700945
0,2529,Tony,Brown,6   ,0021701035
1,2534,Zach,Zarba,15  ,0021701035
2,1626302,Aaron,Smith,51  ,0021701035
0,1146,Tony,Brothers,25  ,0021800759
1,204059,Tyler,Ford,39  ,0021800759
2,1627964,Jonathan,Sterling,17  ,0021800759
0,101284,John,Goble,30  ,0021800886
1,202053,Scott,Twardoski,52  ,0021800886
2,1627963,Phenizee,Ransom,70  ,0021800886
0,2001,Jason,Phillips,23  ,0021600589
1,1151,Sean,Corbin,33  ,0021600589
2,200834,Mark,Lindsay,29  ,0021600589
0,1148,James,Capers,19  ,0021701165
1,202026,Karl,Lane,77  ,0021701165
2,204059,Tyler,Ford,39  ,0021701165
0,1146,Tony,Brothers,25  ,0021801040
1,202035,Brett,Nansel,44  ,0021801040
2,202049,Ben,Taylor,46  ,0021801040
0,1830,Marc,Davis,8   ,0021600635
1,1201,Leon,Wood,40  ,0021600635
2,2715,Eric,Lewis,42  ,0021600635
0,2003,Pat,Fraher,26  ,0021701127
1,202049,Ben,Taylor,46  ,0021701127
2,202053,Scott,Twardoski,52  ,0021701127
0,1162,Scott,Foster,48  ,0021800336
1,202049,Ben,Taylor,46  ,0021800336
2,1627964,Jonathan,Sterling,17  ,0021800336
0,1199,Tom,Washington,49  ,0021600649
1,1179,Rodney,Mott,71  ,0021600649
2,201637,Haywoode,Workman,66  ,0021600649
0,1147,Mike,Callahan,24  ,0021700673
1,2715,Eric,Lewis,42  ,0021700673
2,1627962,Jacyn,Goble,68  ,0021700673
0,1204,Derek,Richardson,63  ,0021800317
1,2003,Pat,Fraher,26  ,0021800317
2,201638,Brent,Barnaky,36  ,0021800317
0,2530,Ed,Malloy,14  ,0021600659
1,1363,Bennie,Adams,47  ,0021600659
2,201245,Marat,Kogut,32  ,0021600659
0,1199,Tom,Washington,49  ,0021700647
1,200834,Mark,Lindsay,29  ,0021700647
2,1626302,Aaron,Smith,51  ,0021700647
0,1155,JB,DeRosa,62  ,0021800299
1,2530,Ed,Malloy,14  ,0021800299
2,202041,Kevin,Scott,28  ,0021800299
0,1162,Scott,Foster,48  ,0021600691
1,1164,Ron,Garretson,10  ,0021600691
2,2148,Mark,Ayotte,56  ,0021600691
0,1146,Tony,Brothers,25  ,0021700052
1,201245,Marat,Kogut,32  ,0021700052
2,202037,J.T.,Orr,72  ,0021700052
0,1162,Scott,Foster,48  ,0021800043
1,2004,Courtney,Kirkland,61  ,0021800043
2,1628953,Ashley,Moyer-Gleich,75  ,0021800043
0,1188,Leroy,Richardson,20  ,0021600730
1,201640,Kane,Fitzgerald,5   ,0021600730
2,204058,Gediminas,Petraitis,50  ,0021600730
0,1151,Sean,Corbin,33  ,0021601190
1,201638,Brent,Barnaky,36  ,0021601190
2,1626302,Aaron,Smith,51  ,0021601190
0,1174,Ken,Mauer,41  ,0021700243
1,1188,Leroy,Richardson,20  ,0021700243
2,203592,Dedric,Taylor,21  ,0021700243
0,1198,Scott,Wall,31  ,0021800370
1,202058,James,Williams,60  ,0021800370
2,204059,Tyler,Ford,39  ,0021800370
0,2714,David,Guthrie,16  ,0021800765
1,202058,James,Williams,60  ,0021800765
2,1627961,Brandon,Adair,67  ,0021800765
0,1174,Ken,Mauer,41  ,0021600835
1,2004,Courtney,Kirkland,61  ,0021600835
2,1198,Scott,Wall,31  ,0021600835
0,1162,Scott,Foster,48  ,0021601150
1,2004,Courtney,Kirkland,61  ,0021601150
2,202027,Tre,Maddox,73  ,0021601150
0,201640,Kane,Fitzgerald,5   ,0021700106
1,202027,Tre,Maddox,73  ,0021700106
2,203591,Mitchell,Ervin,27  ,0021700106
0,1174,Ken,Mauer,41  ,0021700715
1,1201,Leon,Wood,40  ,0021700715
2,1664,Gary,Zielinski,59  ,0021700715
0,2529,Tony,Brown,6   ,0021800077
1,200834,Mark,Lindsay,29  ,0021800077
2,1628951,John,Butler,53  ,0021800077
0,2714,David,Guthrie,16  ,0021800599
1,202037,J.T.,Orr,72  ,0021800599
2,1627964,Jonathan,Sterling,17  ,0021800599
0,1830,Marc,Davis,8   ,0021600886
1,1188,Leroy,Richardson,20  ,0021600886
2,1198,Scott,Wall,31  ,0021600886
0,1193,Michael,Smith,38  ,0021700308
1,2003,Pat,Fraher,26  ,0021700308
2,2004,Courtney,Kirkland,61  ,0021700308
0,2715,Eric,Lewis,42  ,0021800185
1,202037,J.T.,Orr,72  ,0021800185
2,204058,Gediminas,Petraitis,50  ,0021800185
0,1199,Tom,Washington,49  ,0021600902
1,2714,David,Guthrie,16  ,0021600902
2,202049,Ben,Taylor,46  ,0021600902
0,1662,Bill,Kennedy,55  ,0021700686
1,2005,Matt,Boland,18  ,0021700686
2,204058,Gediminas,Petraitis,50  ,0021700686
0,101283,Brian,Forte,45  ,0021800058
1,200833,Eric,Dalen,37  ,0021800058
2,202041,Kevin,Scott,28  ,0021800058
0,1151,Sean,Corbin,33  ,0021600927
1,201640,Kane,Fitzgerald,5   ,0021600927
2,202037,J.T.,Orr,72  ,0021600927
0,2529,Tony,Brown,6   ,0021700455
1,101284,John,Goble,30  ,0021700455
2,203592,Dedric,Taylor,21  ,0021700455
0,2002,Derrick,Collins,11  ,0021700915
1,101284,John,Goble,30  ,0021700915
2,202053,Scott,Twardoski,52  ,0021700915
0,2529,Tony,Brown,6   ,0021800504
1,201638,Brent,Barnaky,36  ,0021800504
2,1626301,Jason,Goldenberg,35  ,0021800504
0,1179,Rodney,Mott,71  ,0021801220
1,200834,Mark,Lindsay,29  ,0021801220
2,203591,Mitchell,Ervin,27  ,0021801220
0,1146,Tony,Brothers,25  ,0021601040
1,1201,Leon,Wood,40  ,0021601040
2,2529,Tony,Brown,6   ,0021601040
0,1176,Monty,McCutchen,13  ,0021601126
1,2714,David,Guthrie,16  ,0021601126
2,204058,Gediminas,Petraitis,50  ,0021601126
0,1146,Tony,Brothers,25  ,0021700319
1,2005,Matt,Boland,18  ,0021700319
2,204058,Gediminas,Petraitis,50  ,0021700319
0,1146,Tony,Brothers,25  ,0021701187
1,1198,Scott,Wall,31  ,0021701187
2,2529,Tony,Brown,6   ,0021701187
0,1201,Leon,Wood,40  ,0021800459
1,2530,Ed,Malloy,14  ,0021800459
2,202049,Ben,Taylor,46  ,0021800459
0,2002,Derrick,Collins,11  ,0021800589
1,2530,Ed,Malloy,14  ,0021800589
2,1626302,Aaron,Smith,51  ,0021800589
0,1199,Tom,Washington,49  ,0021601060
1,101283,Brian,Forte,45  ,0021601060
2,203593,Justin,Van Duyne,64  ,0021601060
0,1195,Derrick,Stafford,9   ,0021700820
1,2004,Courtney,Kirkland,61  ,0021700820
2,203591,Mitchell,Ervin,27  ,0021700820
0,2714,David,Guthrie,16  ,0021700998
1,200832,Curtis,Blair,74  ,0021700998
2,201246,Kevin,Cutler,34  ,0021700998
0,101284,John,Goble,30  ,0021800607
1,203593,Justin,Van Duyne,64  ,0021800607
2,204059,Tyler,Ford,39  ,0021800607
0,1188,Leroy,Richardson,20  ,0021801130
1,1830,Marc,Davis,8   ,0021801130
2,2529,Tony,Brown,6   ,0021801130
0,1164,Ron,Garretson,10  ,0021601116
1,2715,Eric,Lewis,42  ,0021601116
2,201639,Josh,Tiven,58  ,0021601116
0,1179,Rodney,Mott,71  ,0021700208
1,1662,Bill,Kennedy,55  ,0021700208
2,1627964,Jonathan,Sterling,17  ,0021700208
0,201640,Kane,Fitzgerald,5   ,0021800731
1,202027,Tre,Maddox,73  ,0021800731
2,1627541,Natalie,Sago,76  ,0021800731
0,2003,Pat,Fraher,26  ,0021600056
1,2715,Eric,Lewis,42  ,0021600056
2,202049,Ben,Taylor,46  ,0021600056
0,1199,Tom,Washington,49  ,0021600821
1,2004,Courtney,Kirkland,61  ,0021600821
2,203177,Lauren,Holtkamp,7   ,0021600821
0,1199,Tom,Washington,49  ,0021700957
1,2003,Pat,Fraher,26  ,0021700957
2,203593,Justin,Van Duyne,64  ,0021700957
0,1162,Scott,Foster,48  ,0021701143
1,201246,Kevin,Cutler,34  ,0021701143
2,201637,Haywoode,Workman,66  ,0021701143
0,1193,Michael,Smith,38  ,0021800225
1,2534,Zach,Zarba,15  ,0021800225
2,202035,Brett,Nansel,44  ,0021800225
0,2715,Eric,Lewis,42  ,0021801059
1,201246,Kevin,Cutler,34  ,0021801059
2,1626300,Ray,Acosta,54  ,0021801059
0,1146,Tony,Brothers,25  ,0021600110
1,1204,Derek,Richardson,63  ,0021600110
2,202041,Kevin,Scott,28  ,0021600110
0,2003,Pat,Fraher,26  ,0021601092
1,200834,Mark,Lindsay,29  ,0021601092
2,201246,Kevin,Cutler,34  ,0021601092
0,1174,Ken,Mauer,41  ,0021700777
1,1664,Gary,Zielinski,59  ,0021700777
2,1627964,Jonathan,Sterling,17  ,0021700777
0,2714,David,Guthrie,16  ,0021800157
1,200832,Curtis,Blair,74  ,0021800157
2,200834,Mark,Lindsay,29  ,0021800157
0,1162,Scott,Foster,48  ,0021800667
1,200833,Eric,Dalen,37  ,0021800667
2,202027,Tre,Maddox,73  ,0021800667
0,2530,Ed,Malloy,14  ,0021600132
1,200834,Mark,Lindsay,29  ,0021600132
2,204058,Gediminas,Petraitis,50  ,0021600132
0,2003,Pat,Fraher,26  ,0021600653
1,2004,Courtney,Kirkland,61  ,0021600653
2,1627962,Jacyn,Goble,68  ,0021600653
0,1151,Sean,Corbin,33  ,0021701130
1,1195,Derrick,Stafford,9   ,0021701130
2,1198,Scott,Wall,31  ,0021701130
0,2001,Jason,Phillips,23  ,0021701214
1,200834,Mark,Lindsay,29  ,0021701214
2,1627962,Jacyn,Goble,68  ,0021701214
0,2882,Sean,Wright,4   ,0021801088
1,200834,Mark,Lindsay,29  ,0021801088
2,1627961,Brandon,Adair,67  ,0021801088
0,1147,Mike,Callahan,24  ,0021801168
1,1204,Derek,Richardson,63  ,0021801168
2,202007,Nick,Buchert,3   ,0021801168
0,2002,Derrick,Collins,11  ,0021600149
1,2534,Zach,Zarba,15  ,0021600149
2,200832,Curtis,Blair,74  ,0021600149
0,1193,Michael,Smith,38  ,0021700095
1,2004,Courtney,Kirkland,61  ,0021700095
2,203591,Mitchell,Ervin,27  ,0021700095
0,1148,James,Capers,19  ,0021800981
1,2148,Mark,Ayotte,56  ,0021800981
2,204058,Gediminas,Petraitis,50  ,0021800981
0,1174,Ken,Mauer,41  ,0021600172
1,2005,Matt,Boland,18  ,0021600172
2,202058,James,Williams,60  ,0021600172
0,2003,Pat,Fraher,26  ,0021700401
1,2714,David,Guthrie,16  ,0021700401
2,202053,Scott,Twardoski,52  ,0021700401
0,1174,Ken,Mauer,41  ,0021801143
1,202049,Ben,Taylor,46  ,0021801143
2,202901,Matt,Myers,43  ,0021801143
0,1188,Leroy,Richardson,20  ,0021600254
1,200832,Curtis,Blair,74  ,0021600254
2,202058,James,Williams,60  ,0021600254
0,1194,Bill,Spooner,22  ,0021601147
1,201245,Marat,Kogut,32  ,0021601147
2,202007,Nick,Buchert,3   ,0021601147
0,1194,Bill,Spooner,22  ,0021700027
1,202049,Ben,Taylor,46  ,0021700027
2,1626301,Jason,Goldenberg,35  ,0021700027
0,1148,James,Capers,19  ,0021700480
1,204059,Tyler,Ford,39  ,0021700480
2,1627962,Jacyn,Goble,68  ,0021700480
0,1162,Scott,Foster,48  ,0021800100
1,203591,Mitchell,Ervin,27  ,0021800100
2,204059,Tyler,Ford,39  ,0021800100
0,2001,Jason,Phillips,23  ,0021800359
1,200833,Eric,Dalen,37  ,0021800359
2,201638,Brent,Barnaky,36  ,0021800359
0,1193,Michael,Smith,38  ,0021600318
1,2001,Jason,Phillips,23  ,0021600318
2,201245,Marat,Kogut,32  ,0021600318
0,2002,Derrick,Collins,11  ,0021700690
1,200832,Curtis,Blair,74  ,0021700690
2,200834,Mark,Lindsay,29  ,0021700690
0,1164,Ron,Garretson,10  ,0021800179
1,201245,Marat,Kogut,32  ,0021800179
2,202053,Scott,Twardoski,52  ,0021800179
0,1148,James,Capers,19  ,0021600334
1,1201,Leon,Wood,40  ,0021600334
2,202049,Ben,Taylor,46  ,0021600334
0,1164,Ron,Garretson,10  ,0021700389
1,201639,Josh,Tiven,58  ,0021700389
2,1626301,Jason,Goldenberg,35  ,0021700389
0,1147,Mike,Callahan,24  ,0021800906
1,1188,Leroy,Richardson,20  ,0021800906
2,1198,Scott,Wall,31  ,0021800906
0,1152,Dan,Crawford,43  ,0021600356
1,200834,Mark,Lindsay,29  ,0021600356
2,202027,Tre,Maddox,73  ,0021600356
0,2148,Mark,Ayotte,56  ,0021600773
1,2530,Ed,Malloy,14  ,0021600773
2,202053,Scott,Twardoski,52  ,0021600773
0,101283,Brian,Forte,45  ,0021700041
1,202037,J.T.,Orr,72  ,0021700041
2,204059,Tyler,Ford,39  ,0021700041
0,1164,Ron,Garretson,10  ,0021701169
1,2005,Matt,Boland,18  ,0021701169
2,101284,John,Goble,30  ,0021701169
0,1204,Derek,Richardson,63  ,0021800049
1,202058,James,Williams,60  ,0021800049
2,204059,Tyler,Ford,39  ,0021800049
0,2005,Matt,Boland,18  ,0021800369
1,2714,David,Guthrie,16  ,0021800369
2,201246,Kevin,Cutler,34  ,0021800369
0,1662,Bill,Kennedy,55  ,0021600453
1,2148,Mark,Ayotte,56  ,0021600453
2,201637,Haywoode,Workman,66  ,0021600453
0,2882,Sean,Wright,4   ,0021700544
1,202007,Nick,Buchert,3   ,0021700544
2,1627964,Jonathan,Sterling,17  ,0021700544
0,1174,Ken,Mauer,41  ,0021800561
1,2005,Matt,Boland,18  ,0021800561
2,203591,Mitchell,Ervin,27  ,0021800561
0,1830,Marc,Davis,8   ,0021600471
1,1179,Rodney,Mott,71  ,0021600471
2,202053,Scott,Twardoski,52  ,0021600471
0,2003,Pat,Fraher,26  ,0021700167
1,202007,Nick,Buchert,3   ,0021700167
2,204058,Gediminas,Petraitis,50  ,0021700167
0,200833,Eric,Dalen,37  ,0021800785
1,201246,Kevin,Cutler,34  ,0021800785
2,201640,Kane,Fitzgerald,5   ,0021800785
0,2148,Mark,Ayotte,56  ,0021600489
1,2530,Ed,Malloy,14  ,0021600489
2,204058,Gediminas,Petraitis,50  ,0021600489
0,1201,Leon,Wood,40  ,0021700156
1,1363,Bennie,Adams,47  ,0021700156
2,201638,Brent,Barnaky,36  ,0021700156
0,1830,Marc,Davis,8   ,0021800515
1,202027,Tre,Maddox,73  ,0021800515
2,202041,Kevin,Scott,28  ,0021800515
0,1162,Scott,Foster,48  ,0021600500
1,1664,Gary,Zielinski,59  ,0021600500
2,202049,Ben,Taylor,46  ,0021600500
0,1164,Ron,Garretson,10  ,0021700536
1,1193,Michael,Smith,38  ,0021700536
2,202053,Scott,Twardoski,52  ,0021700536
0,2003,Pat,Fraher,26  ,0021800733
1,2148,Mark,Ayotte,56  ,0021800733
2,1628159,Mousa,Dagher,57  ,0021800733
0,1195,Derrick,Stafford,9   ,0021600546
1,1204,Derek,Richardson,63  ,0021600546
2,202049,Ben,Taylor,46  ,0021600546
0,101284,John,Goble,30  ,0021600836
1,202000,Steve,Anderson,35  ,0021600836
2,202041,Kevin,Scott,28  ,0021600836
0,1164,Ron,Garretson,10  ,0021700314
1,1195,Derrick,Stafford,9   ,0021700314
2,2148,Mark,Ayotte,56  ,0021700314
0,1151,Sean,Corbin,33  ,0021700663
1,1194,Bill,Spooner,22  ,0021700663
2,1626302,Aaron,Smith,51  ,0021700663
0,1162,Scott,Foster,48  ,0021800001
1,1164,Ron,Garretson,10  ,0021800001
2,203592,Dedric,Taylor,21  ,0021800001
0,201245,Marat,Kogut,32  ,0021800499
1,201640,Kane,Fitzgerald,5   ,0021800499
2,202026,Karl,Lane,77  ,0021800499
0,1164,Ron,Garretson,10  ,0021600560
1,201639,Josh,Tiven,58  ,0021600560
2,202053,Scott,Twardoski,52  ,0021600560
0,2002,Derrick,Collins,11  ,0021601105
1,201640,Kane,Fitzgerald,5   ,0021601105
2,204059,Tyler,Ford,39  ,0021601105
0,1179,Rodney,Mott,71  ,0021700756
1,200832,Curtis,Blair,74  ,0021700756
2,202007,Nick,Buchert,3   ,0021700756
0,1195,Derrick,Stafford,9   ,0021700999
1,204059,Tyler,Ford,39  ,0021700999
2,1627962,Jacyn,Goble,68  ,0021700999
0,1198,Scott,Wall,31  ,0021800134
1,2534,Zach,Zarba,15  ,0021800134
2,204058,Gediminas,Petraitis,50  ,0021800134
0,2715,Eric,Lewis,42  ,0021800289
1,201245,Marat,Kogut,32  ,0021800289
2,1627961,Brandon,Adair,67  ,0021800289
0,2882,Sean,Wright,4   ,0021600603
1,201246,Kevin,Cutler,34  ,0021600603
